CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15634666,728,Germany,Female,38,6,68010.15,3,1,1,17453.19,0
15634667,781,France,Male,49,9,83518.23,1,1,0,93983.52,0
15634668,643,France,Female,37,1,102637.2,2,1,1,50814.22,0
15634669,747,France,Male,37,1,0.0,3,1,1,154496.73,0
15634670,685,France,Male,37,5,171126.23,2,1,1,98081.12,0
15634671,587,Germany,Male,50,3,35533.85,2,1,1,192325.64,1
15634672,685,Spain,Female,26,5,0.0,2,1,1,191144.03,0
15634673,799,Germany,Female,55,7,0.0,2,0,1,176260.08,0
15634674,646,Germany,Female,26,10,75707.14,1,1,1,125950.1,0
15634675,801,Germany,Male,31,9,0.0,4,1,0,119719.98,0
15634676,395,France,Male,45,2,126435.28,4,1,0,43592.09,0
15634677,729,France,Female,48,4,156369.05,3,0,0,143480.35,0
15634678,658,Spain,Female,23,4,0.0,3,0,1,182870.72,0
15634679,620,France,Female,27,9,158582.7,1,1,0,62706.86,0
15634680,658,France,Female,40,8,107555.57,1,1,1,168678.44,0
15634681,457,Spain,Male,61,6,0.0,1,1,1,82060.69,1
15634682,628,France,Female,50,8,0.0,1,1,0,190976.57,0
15634683,684,France,Female,35,7,18849.77,1,1,0,79707.13,0
15634684,793,France,Male,18,2,109777.98,2,1,0,154468.59,0
15634685,599,France,Female,38,1,80803.33,2,1,0,161934.54,0
15634686,571,France,Female,41,2,0.0,1,0,1,142252.87,0
15634687,601,France,Female,34,5,57718.74,1,1,0,76499.3,0
15634688,738,Germany,Male,29,10,49909.41,1,1,1,31218.79,0
15634689,681,Spain,Male,39,9,150242.91,2,0,1,20021.12,0
15634690,598,France,Female,28,3,98209.61,1,0,1,18741.57,1
15634691,699,Spain,Male,56,10,0.0,1,1,1,153899.05,0
15634692,659,France,Female,53,0,0.0,1,1,0,76235.33,0
15634693,743,France,Female,44,9,93269.61,1,1,1,76067.4,0
15634694,581,France,Male,38,9,0.0,2,0,1,40357.95,0
15634695,618,Germany,Female,31,8,0.0,2,1,0,42916.04,1
15634696,611,France,Male,37,5,98457.83,2,1,1,76180.69,0
15634697,508,Germany,Male,54,0,71671.21,2,1,1,42419.0,0
15634698,678,Spain,Male,46,2,0.0,2,1,0,126824.95,0
15634699,675,Germany,Female,40,10,0.0,2,1,1,170252.5,0
15634700,650,Germany,Female,47,10,110648.23,2,1,0,135694.94,0
15634701,627,Spain,Female,43,0,0.0,2,0,0,59313.77,0
15634702,512,France,Female,41,8,24957.06,2,1,0,64443.24,0
15634703,609,France,Male,47,3,168586.28,2,0,1,123211.26,0
15634704,616,Germany,Female,43,1,145989.26,2,1,0,123631.6,0
15634705,572,Germany,Female,46,3,0.0,2,0,1,150209.92,0
15634706,634,France,Male,39,1,125939.39,1,1,1,187221.36,0
15634707,689,France,Male,35,5,120461.97,2,1,1,45148.58,0
15634708,832,France,Female,32,5,0.0,1,1,0,58039.02,0
15634709,666,France,Male,31,10,0.0,2,1,1,144087.72,0
15634710,674,France,Female,21,6,118955.96,1,0,1,24125.56,0
15634711,642,Spain,Female,28,8,71427.8,2,1,1,48322.22,0
15634712,463,Spain,Male,28,10,0.0,2,0,0,46095.52,0
15634713,647,France,Male,32,8,0.0,2,1,1,42559.76,0
15634714,655,Germany,Female,53,3,146432.85,2,1,0,140940.77,0
15634715,850,Spain,Female,36,8,26334.87,4,1,0,38622.42,0
15634716,631,France,Female,40,7,53201.37,1,1,1,171984.57,0
15634717,679,France,Female,40,0,99431.78,1,1,1,112374.05,0
15634718,646,Germany,Female,53,6,20962.29,2,1,1,103748.09,0
15634719,536,Spain,Male,32,6,67320.45,1,1,0,77645.73,0
15634720,760,France,Female,35,9,90773.54,2,0,1,47021.27,0
15634721,722,Spain,Male,36,3,0.0,1,1,1,32075.98,1
15634722,726,France,Male,49,6,0.0,1,1,1,39341.13,1
15634723,561,France,Male,51,10,109406.36,1,0,1,187291.42,0
15634724,786,France,Female,42,10,63628.01,2,0,0,124146.2,0
15634725,514,France,Female,50,10,85515.04,2,0,0,97097.96,0
15634726,706,Spain,Male,39,10,98761.71,3,1,1,5131.48,0
15634727,850,Spain,Male,36,9,0.0,1,1,0,189163.35,0
15634728,553,France,Male,49,9,34400.84,1,1,0,149968.72,0
15634729,595,Spain,Male,42,4,147206.31,1,1,0,37126.04,0
15634730,659,Spain,Male,30,4,0.0,2,1,0,82299.88,1
15634731,601,France,Female,47,4,0.0,1,1,1,126225.22,0
15634732,499,Germany,Male,35,5,162947.99,3,1,1,35122.28,0
15634733,656,France,Female,34,6,147453.08,2,1,1,97447.44,0
15634734,546,Germany,Male,46,4,128435.69,2,1,1,142159.49,0
15634735,695,France,Male,37,8,0.0,1,1,1,29805.61,0
15634736,560,Germany,Female,41,10,152688.37,1,0,0,49954.63,0
15634737,800,France,Female,44,8,52536.42,1,0,0,98507.88,0
15634738,574,Spain,Male,30,6,0.0,1,1,0,139454.88,0
15634739,618,Spain,Female,41,9,0.0,1,1,1,112315.55,0
15634740,728,France,Female,51,2,137287.19,1,0,0,42412.55,0
15634741,530,France,Male,28,3,72100.45,2,1,0,164695.71,0
15634742,672,France,Male,42,3,0.0,2,1,1,104180.29,0
15634743,776,Germany,Male,29,6,93606.31,1,1,0,22325.61,1
15634744,494,France,Female,48,1,138715.26,3,1,0,45304.75,1
15634745,667,Germany,Male,48,10,85429.94,1,1,0,193624.06,0
15634746,675,France,Male,34,4,60746.59,1,1,1,139161.37,0
15634747,725,France,Female,60,10,0.0,1,1,0,66517.02,1
15634748,530,France,Male,49,10,0.0,2,1,1,48681.71,1
15634749,521,France,Female,45,3,70056.54,1,0,0,92957.89,0
15634750,700,Spain,Female,44,9,48703.47,1,0,1,32133.24,1
15634751,678,Spain,Male,47,10,0.0,1,1,0,46556.64,0
15634752,674,France,Female,28,8,32944.36,2,0,1,139266.21,0
15634753,683,Germany,Female,39,0,0.0,1,1,1,170770.95,0
15634754,584,France,Male,41,9,0.0,1,1,0,12424.56,0
15634755,672,Germany,Female,33,2,40645.79,2,0,1,118557.0,0
15634756,678,France,Male,42,5,0.0,1,1,0,118883.67,0
15634757,580,Germany,Male,50,10,0.0,3,0,1,76541.58,0
15634758,830,Spain,Male,33,3,0.0,1,0,1,156915.96,0
15634759,695,France,Male,37,2,88858.0,1,1,0,99936.56,0
15634760,534,Spain,Male,29,5,0.0,1,1,0,28635.47,0
15634761,713,France,Female,20,10,128786.13,2,1,1,125777.67,0
15634762,555,France,Female,45,2,0.0,4,1,0,120074.67,1
15634763,726,France,Female,37,6,0.0,2,1,1,198607.11,0
15634764,762,France,Male,38,0,36563.47,1,1,1,43879.82,0
15634765,570,France,Male,28,8,16205.64,1,0,0,121276.23,0
15634766,743,France,Male,36,9,47507.5,1,1,0,114446.54,0
15634767,690,France,Male,48,1,0.0,1,1,1,64754.61,0
15634768,729,France,Female,38,3,0.0,1,1,0,152867.55,1
15634769,833,Germany,Female,38,5,0.0,1,1,1,74411.26,0
15634770,626,Spain,Male,40,5,82623.89,1,1,1,131937.09,0
15634771,576,France,Male,25,10,81304.49,2,1,1,79070.97,0
15634772,563,France,Male,44,7,92974.62,1,0,0,158669.43,1
15634773,570,France,Female,25,7,135018.21,1,0,1,199569.88,0
15634774,642,Spain,Female,28,3,98282.89,2,1,1,137643.42,0
15634775,683,Germany,Male,27,5,8124.84,3,0,1,156383.69,0
15634776,676,France,Male,36,8,134261.53,1,0,1,11488.7,0
15634777,730,France,Female,34,6,144583.11,1,0,0,178461.17,0
15634778,651,France,Female,37,7,67309.54,1,1,1,166599.48,0
15634779,790,France,Male,28,7,95758.61,2,1,0,27732.66,0
15634780,624,Spain,Male,48,1,47354.75,2,0,1,123409.54,0
15634781,850,Spain,Male,46,6,28070.57,2,1,0,172872.33,0
15634782,710,France,Female,36,2,35696.17,2,1,1,125889.1,0
15634783,566,Germany,Male,33,6,39919.02,1,1,0,176461.18,1
15634784,546,France,Female,32,1,166497.34,2,0,0,142077.8,0
15634785,696,France,Male,34,0,71868.7,3,1,1,87963.55,0
15634786,628,Spain,Male,23,10,25484.24,2,0,1,191476.85,0
15634787,719,Germany,Male,28,8,61416.36,1,1,1,184512.99,0
15634788,695,France,Female,46,9,117941.22,2,1,1,13264.57,0
15634789,642,France,Male,41,9,0.0,2,1,0,32119.1,1
15634790,567,Spain,Female,54,0,0.0,2,0,0,115844.48,0
15634791,503,Germany,Male,35,10,74966.54,2,1,1,123743.58,0
15634792,606,France,Female,34,0,184235.65,2,1,1,179888.1,0
15634793,733,France,Male,33,10,62780.09,3,1,1,31005.8,0
15634794,670,France,Female,34,2,0.0,2,1,1,75679.95,0
15634795,529,Spain,Male,31,0,4536.41,2,1,0,195532.4,0
15634796,666,Germany,Female,40,6,38301.33,1,0,1,172019.81,0
15634797,687,France,Female,38,6,4137.82,2,1,0,181706.66,1
15634798,564,Germany,Male,32,10,0.0,2,0,1,6331.44,0
15634799,664,Spain,Female,50,7,71411.62,1,0,1,44019.05,0
15634800,655,France,Female,56,1,45738.0,2,1,0,92642.02,0
15634801,539,France,Male,49,6,0.0,2,1,0,174740.81,0
15634802,684,Germany,Female,43,8,95510.36,1,1,1,89264.37,0
15634803,704,Germany,Male,45,10,0.0,1,1,1,32141.74,0
15634804,755,Germany,Male,56,9,106061.2,2,0,0,122645.04,1
15634805,752,Spain,Female,45,4,9113.9,1,1,0,178719.06,0
15634806,516,France,Female,32,9,0.0,2,1,1,13608.91,0
15634807,559,France,Female,41,2,102833.41,2,1,1,99128.28,0
15634808,699,Spain,Female,44,8,0.0,1,1,1,196022.15,0
15634809,699,France,Female,28,0,0.0,2,0,0,15170.71,1
15634810,699,Germany,Male,35,2,88163.07,2,1,1,80550.74,0
15634811,850,Germany,Male,49,1,61201.3,2,1,0,43743.37,0
15634812,705,Germany,Female,19,1,0.0,1,1,0,23413.6,1
15634813,760,France,Female,25,2,0.0,1,1,0,144731.09,0
15634814,742,Spain,Female,36,9,15433.2,2,1,0,12747.96,0
15634815,713,Spain,Female,41,6,107746.17,1,1,1,182871.34,0
15634816,619,Germany,Female,24,5,45479.15,2,1,0,190082.33,0
15634817,723,France,Male,36,8,148182.42,2,1,0,116191.63,0
15634818,575,France,Male,49,9,0.0,2,1,1,124006.93,0
15634819,627,France,Male,38,10,41805.08,2,0,0,181655.72,0
15634820,602,France,Female,47,9,220827.08,1,1,1,114401.39,0
15634821,657,France,Female,32,2,129392.38,2,1,1,41655.36,0
15634822,850,Spain,Female,29,4,142345.31,1,1,0,71735.42,0
15634823,468,Spain,Male,46,8,30192.69,1,0,1,97827.96,0
15634824,716,Germany,Male,41,2,61495.63,1,1,0,141281.68,0
15634825,493,Germany,Male,26,7,78286.05,2,1,0,93108.79,0
15634826,604,France,Male,29,8,0.0,2,1,1,189508.76,0
15634827,755,Spain,Female,53,10,86879.87,1,1,1,119389.46,0
15634828,656,France,Female,28,10,86265.02,1,0,0,108304.67,1
15634829,545,France,Female,47,6,0.0,3,1,1,155129.77,1
15634830,580,France,Female,33,5,0.0,2,1,0,41184.85,0
15634831,715,Spain,Female,37,10,163004.32,2,1,0,101572.22,0
15634832,579,Spain,Female,40,5,22491.16,1,1,0,3427.36,0
15634833,670,France,Male,18,5,47870.29,1,1,1,88317.32,0
15634834,654,Spain,Female,23,4,0.0,1,1,0,30608.01,0
15634835,586,France,Female,38,6,19143.51,1,1,0,159753.44,0
15634836,850,France,Female,30,6,0.0,2,1,0,75518.31,0
15634837,711,Spain,Female,47,6,0.0,2,1,1,93609.54,0
15634838,453,Spain,Female,21,2,0.0,1,1,0,6415.05,0
15634839,668,Germany,Female,43,10,129936.2,1,0,0,6711.67,1
15634840,585,Germany,Female,24,5,160889.18,1,1,1,52367.65,0
15634841,732,Spain,Female,34,8,0.0,3,1,1,139952.49,0
15634842,573,Spain,Male,27,8,0.0,1,1,0,150992.32,0
15634843,638,Spain,Male,57,3,8361.17,2,1,1,198656.99,0
15634844,698,Germany,Male,24,8,187662.86,2,0,1,156653.52,1
15634845,733,Spain,Female,36,1,111285.3,3,1,1,129180.36,0
15634846,533,Spain,Male,20,7,131574.81,2,0,0,140209.99,0
15634847,617,France,Female,53,1,4498.45,3,1,0,80151.06,0
15634848,603,Spain,Male,42,4,76020.88,2,1,0,192971.08,0
15634849,586,France,Male,39,5,111309.85,2,1,0,123458.99,0
15634850,821,France,Female,52,1,0.0,2,1,0,3798.55,0
15634851,689,Germany,Female,39,8,45616.57,2,1,1,69640.49,0
15634852,527,France,Female,40,5,103631.11,2,1,0,28218.89,0
15634853,739,Germany,Female,39,7,0.0,2,0,0,47135.68,0
15634854,850,Spain,Male,43,3,169062.67,2,1,1,113177.13,0
15634855,750,France,Male,33,2,118134.09,2,1,0,87949.41,1
15634856,502,France,Female,35,3,5088.48,1,1,1,90184.99,0
15634857,603,Spain,Male,46,0,73472.26,2,1,1,86233.92,0
15634858,772,France,Male,40,0,106189.5,1,1,1,39957.36,0
15634859,581,France,Male,36,7,84623.46,1,0,1,21336.32,0
15634860,693,France,Female,23,0,0.0,1,1,0,86759.79,0
15634861,725,Germany,Female,52,4,69331.14,2,1,1,53832.92,0
15634862,560,Germany,Female,31,9,124862.64,2,0,0,61727.31,0
15634863,644,Spain,Male,47,8,0.0,1,0,0,21206.43,0
15634864,335,France,Female,39,2,120108.01,3,1,0,155389.58,0
15634865,550,Spain,Female,25,9,120541.06,1,1,1,12377.63,0
15634866,625,Germany,Male,50,1,106548.41,3,1,1,140474.5,1
15634867,528,France,Female,40,4,113416.6,2,1,1,126417.48,0
15634868,808,Germany,Female,51,1,181338.86,1,0,1,9088.08,0
15634869,511,Germany,Female,36,9,69457.18,4,0,1,165774.78,0
15634870,607,Germany,Male,45,0,0.0,2,0,1,114945.05,0
15634871,662,France,Female,20,10,0.0,2,0,1,143907.83,1
15634872,789,France,Male,32,8,104714.41,1,1,1,117224.87,0
15634873,510,France,Male,25,10,109471.09,1,0,1,48639.66,0
15634874,762,France,Male,34,9,22277.61,3,1,1,60762.05,1
15634875,650,Germany,Male,42,10,0.0,1,1,1,199452.78,1
15634876,554,France,Male,31,8,0.0,2,0,0,161417.55,0
15634877,694,Spain,Male,46,0,60256.68,2,1,1,167658.27,0
15634878,669,France,Female,29,3,75335.2,1,1,0,51801.82,0
15634879,591,France,Female,46,4,0.0,1,0,1,156413.46,0
15634880,656,Germany,Male,51,1,0.0,2,1,1,68631.0,0
15634881,612,France,Male,48,10,34451.17,1,0,1,65882.3,0
15634882,661,Spain,Female,34,8,0.0,1,1,1,62774.8,0
15634883,714,France,Female,18,8,64351.72,2,1,0,21797.68,0
15634884,803,France,Female,43,8,0.0,1,1,1,20792.16,0
15634885,529,Spain,Male,36,7,106089.71,2,1,0,138581.96,0
15634886,850,Germany,Male,28,5,157491.58,1,1,1,101317.79,0
15634887,460,France,Female,32,0,87626.27,1,1,1,162131.85,0
15634888,635,France,Male,52,9,0.0,1,0,1,156858.08,0
15634889,707,Germany,Male,26,4,121515.85,2,1,1,68629.31,0
15634890,677,Spain,Male,42,7,173240.99,1,0,0,26737.88,0
15634891,589,Spain,Male,40,3,120848.26,1,0,0,55656.38,0
15634892,629,France,Female,34,7,28062.61,4,0,0,109251.09,0
15634893,602,Spain,Male,44,5,65017.55,1,1,1,160178.93,0
15634894,592,France,Male,54,0,562.1,1,1,1,89185.87,0
15634895,732,France,Male,35,0,57094.04,2,1,0,118786.84,0
15634896,684,Spain,Male,35,2,0.0,2,1,1,110704.4,0
15634897,582,France,Female,44,0,0.0,2,0,1,43033.85,0
15634898,737,France,Male,47,3,0.0,2,1,1,87826.87,0
15634899,679,France,Male,36,2,9915.05,1,0,0,132734.2,0
15634900,728,France,Female,34,6,0.0,1,1,1,10023.81,0
15634901,711,Germany,Male,18,10,126591.36,2,1,0,120204.32,1
15634902,569,Germany,Male,30,8,0.0,2,1,0,179874.18,0
15634903,595,France,Male,26,6,99825.85,2,1,1,182835.91,0
15634904,722,Germany,Male,44,10,116695.62,1,1,1,170199.88,0
15634905,709,Spain,Female,35,4,0.0,2,1,0,43970.6,0
15634906,647,Spain,Female,35,0,0.0,2,1,0,171783.89,0
15634907,661,France,Female,37,4,77181.22,4,1,0,22255.53,0
15634908,773,Spain,Male,29,0,105738.1,2,1,1,64557.66,0
15634909,592,Germany,Male,53,5,47421.18,2,1,1,79417.63,0
15634910,703,France,Female,50,7,89433.66,2,1,1,41213.97,0
15634911,630,France,Female,54,6,0.0,1,1,1,174770.02,0
15634912,628,France,Male,44,0,0.0,3,1,0,147235.08,0
15634913,756,Germany,Male,37,7,0.0,2,1,1,142849.0,1
15634914,730,France,Male,54,8,47160.1,2,0,0,185476.25,0
15634915,728,Germany,Male,31,9,52146.54,2,1,1,152211.18,0
15634916,776,France,Male,29,1,0.0,2,1,0,85565.79,1
15634917,652,Spain,Male,31,0,98797.77,2,0,0,26611.76,0
15634918,716,France,Male,43,5,41378.77,2,1,1,165630.24,0
15634919,619,Spain,Male,30,3,0.0,3,1,0,142716.23,1
15634920,681,Spain,Male,36,6,0.0,2,1,0,121119.75,0
15634921,637,France,Male,21,2,0.0,1,0,1,149022.86,0
15634922,659,France,Female,42,2,106777.98,2,0,1,150996.74,1
15634923,707,France,Male,22,7,65403.38,1,1,1,148533.9,0
15634924,570,Spain,Male,28,6,133319.79,3,1,1,90819.08,0
15634925,850,Germany,Male,50,4,0.0,2,1,0,106888.38,0
15634926,552,France,Female,49,2,189469.13,3,0,0,160639.09,0
15634927,532,France,Male,41,0,8397.45,1,1,0,185794.53,0
15634928,762,France,Female,40,10,0.0,1,1,0,103169.03,0
15634929,726,Spain,Male,32,2,114181.84,2,0,1,138605.36,0
15634930,710,Germany,Female,30,8,59463.5,1,1,0,101452.13,1
15634931,710,Spain,Female,34,0,0.0,1,1,1,83383.98,0
15634932,648,France,Male,22,4,14736.24,2,1,1,156150.3,0
15634933,562,France,Female,40,3,0.0,2,0,1,29557.5,0
15634934,657,Spain,Female,38,10,0.0,1,1,0,88936.7,0
15634935,584,France,Male,28,5,124585.12,1,0,1,117694.36,0
15634936,744,Spain,Male,53,1,82673.1,2,1,0,141579.52,0
15634937,635,France,Male,44,3,0.0,1,0,0,176854.84,0
15634938,569,France,Male,44,8,0.0,3,1,1,32275.73,0
15634939,618,Germany,Male,33,10,92451.68,2,1,1,82870.13,0
15634940,690,Spain,Male,37,4,87127.24,2,1,1,45458.36,0
15634941,595,Spain,Female,44,7,0.0,2,1,0,109656.98,0
15634942,570,France,Female,39,1,0.0,2,1,1,40909.49,0
15634943,673,France,Male,54,10,79352.78,1,0,0,47966.89,0
15634944,673,Germany,Male,35,8,0.0,1,1,1,24283.66,0
15634945,600,Germany,Male,32,6,0.0,2,1,0,112998.28,1
15634946,604,Germany,Male,44,6,50582.92,3,1,0,160192.72,0
15634947,672,France,Female,25,1,89600.56,2,1,0,25066.94,1
15634948,509,Spain,Female,47,7,76967.06,3,1,1,158701.36,0
15634949,513,Germany,Male,24,8,0.0,2,0,1,193028.7,0
15634950,580,Spain,Female,44,9,153473.87,1,1,0,95578.07,1
15634951,629,Germany,Female,31,10,0.0,1,1,0,106978.06,1
15634952,680,France,Male,42,4,74334.93,2,1,0,152412.86,0
15634953,793,Spain,Male,47,2,0.0,2,1,0,150235.83,0
15634954,733,Germany,Female,39,2,57408.95,1,0,0,21625.61,1
15634955,634,Spain,Male,26,5,52959.05,2,1,1,165658.83,0
15634956,648,Spain,Male,29,0,0.0,2,0,0,21873.62,0
15634957,552,Germany,Male,30,9,109001.11,2,0,0,113262.09,1
15634958,648,Germany,Female,19,10,88219.07,4,1,1,100538.42,1
15634959,622,France,Female,49,8,15998.56,2,0,1,165464.43,0
15634960,681,France,Female,39,5,91969.17,4,1,1,27138.36,1
15634961,569,France,Female,26,8,0.0,2,0,0,128975.32,0
15634962,700,France,Male,52,2,0.0,2,1,0,178976.84,1
15634963,798,France,Male,30,9,0.0,2,0,1,110464.15,0
15634964,639,France,Female,40,2,226039.65,1,1,1,173185.94,0
15634965,688,France,Female,29,9,103695.27,2,1,0,176682.88,0
15634966,716,France,Male,18,6,37452.21,1,1,0,50578.45,0
15634967,611,France,Female,24,6,178159.87,1,1,1,175974.49,0
15634968,671,France,Female,33,3,0.0,2,1,1,136460.95,0
15634969,651,Germany,Female,46,10,3690.93,1,1,1,172099.46,0
15634970,659,Germany,Female,41,7,45698.58,1,0,1,52879.83,0
15634971,575,France,Female,39,10,137279.09,1,0,1,75729.97,0
15634972,652,Germany,Female,18,1,0.0,2,1,1,120561.68,0
15634973,698,Spain,Female,50,0,68600.46,3,1,1,150783.75,0
15634974,790,France,Male,40,0,19063.52,1,1,1,196521.3,0
15634975,743,Germany,Male,36,1,120241.57,2,1,1,13687.75,1
15634976,850,Spain,Male,49,10,106185.83,1,1,0,108341.82,0
15634977,575,Spain,Female,50,10,0.0,2,1,0,109609.12,0
15634978,734,France,Male,49,5,73558.82,2,1,1,181181.37,0
15634979,667,Germany,Male,35,7,92232.16,1,1,1,47191.59,1
15634980,850,France,Male,27,2,64707.4,2,1,0,31864.52,0
15634981,571,Germany,Male,47,5,0.0,1,1,1,96489.53,0
15634982,568,Spain,Female,24,7,0.0,2,0,1,145207.56,0
15634983,591,Germany,Male,57,8,128309.59,1,1,1,194381.34,0
15634984,443,Spain,Male,38,7,0.0,2,0,1,114360.7,1
15634985,599,France,Male,27,6,135338.9,1,0,1,145098.08,1
15634986,576,Spain,Male,25,3,76367.14,1,0,1,55685.06,1
15634987,664,Germany,Female,25,2,0.0,1,1,1,135284.06,1
15634988,683,France,Female,39,6,72703.3,1,1,0,48528.81,0
15634989,831,Germany,Male,37,0,81790.94,2,1,1,99117.57,0
15634990,742,France,Male,25,6,0.0,2,1,1,9323.57,0
15634991,594,France,Male,34,5,52801.94,1,1,1,64707.58,0
15634992,562,Spain,Male,24,2,13947.84,2,0,0,156353.45,0
15634993,697,France,Female,43,2,166221.72,1,1,0,13576.78,1
15634994,521,Spain,Female,37,1,25948.9,1,0,1,63710.05,0
15634995,827,France,Male,34,0,0.0,2,0,0,34148.02,0
15634996,764,France,Female,25,10,103488.22,1,0,0,125493.58,1
15634997,604,Spain,Female,34,4,0.0,1,1,1,148752.32,0
15634998,483,France,Male,33,6,0.0,2,0,1,21992.76,0
15634999,781,Germany,Male,41,6,7036.55,1,0,0,104598.13,0
15635000,638,Germany,Female,39,5,0.0,2,0,1,136290.89,0
15635001,770,Germany,Female,45,10,0.0,2,1,0,197971.08,0
15635002,495,Spain,Female,33,9,21109.99,1,1,0,43577.57,0
15635003,591,Germany,Male,19,5,65661.21,2,0,1,14719.37,0
15635004,650,France,Male,47,10,0.0,1,0,0,51585.02,0
15635005,654,Spain,Male,28,6,48488.67,1,1,1,112147.66,0
15635006,606,France,Male,26,7,0.0,2,1,0,126630.19,0
15635007,710,Germany,Female,37,4,134355.29,1,1,1,75737.8,0
15635008,546,Spain,Male,41,0,102392.44,1,1,1,86787.77,0
15635009,636,Germany,Female,32,6,46927.25,1,1,0,109583.48,0
15635010,661,Spain,Female,32,1,81537.78,1,1,0,31113.24,0
15635011,699,Germany,Female,34,10,0.0,2,1,0,192369.43,0
15635012,719,Spain,Female,52,4,0.0,2,1,0,134636.38,1
